,,,,,,,,,,,,,,
,time,x_state,y_state,vx_state,vx_state,yaw_angle_state,yaw_rate_state,sensor_type,x_measured,y_measured,x_ground_truth,y_ground_truth,vx_ground_truth,vy_ground_truth
181,1.47701E+15,5.862577516,19.80045596,-11.43644825,-5.263216959,0.431315595,0.252645917,L,5.86,19.8,6.11,19.8,-4.38,-2.36
182,1.47701E+15,5.374232633,19.46294854,-11.58715043,-3.337559575,0.280448267,-1.633269391,R,5.208570657,19.51693602,5.89,19.7,-4.34,-2.45
183,1.47701E+15,5.685024034,19.59621996,1.704908989,0.056843487,0.033328722,-3.548975949,L,5.69,19.6,5.67,19.6,-4.29,-2.54
184,1.47701E+15,5.683753994,19.11715998,0.9797013,-0.235482802,-0.235887081,-4.601887586,R,5.895989371,19.00650703,5.46,19.4,-4.24,-2.63
185,1.47701E+15,5.172849692,19.39576599,-7.192531981,3.437336979,-0.445814752,-4.368372847,L,5.17,19.4,5.25,19.3,-4.19,-2.72
186,1.47701E+15,5.047645984,19.57195719,-8.552753469,4.334387826,-0.469059065,-1.695833284,R,5.791647235,19.35192038,5.04,19.2,-4.15,-2.8
187,1.47701E+15,4.892953908,19.01247045,-0.866933366,-0.099393054,0.114150606,6.038969686,L,4.89,19,4.84,19,-4.09,-2.88
188,1.47701E+15,4.617677461,18.95272906,-1.464232458,-0.618680933,0.399775977,5.831183528,R,4.080153985,19.06835975,4.63,18.9,-4.04,-2.96
189,1.47701E+15,4.4714367,18.79986725,-2.748751543,-2.231644964,0.681940474,5.720814463,L,4.47,18.8,4.43,18.7,-3.99,-3.04
190,1.47701E+15,4.583381634,18.54348115,-1.974187695,-3.043267384,0.995330875,6.03764909,R,4.740151127,18.50245841,4.23,18.6,-3.94,-3.12
191,1.47701E+15,4.271403592,18.49821754,-1.020669575,-1.954811551,1.089600324,3.63644574,L,4.26,18.5,4.04,18.4,-3.88,-3.19
192,1.47701E+15,4.13982455,18.62384305,-1.173860403,-3.045884193,1.202945846,2.863973812,R,3.434427874,18.78868556,3.85,18.2,-3.83,-3.27
193,1.47701E+15,3.478338563,18.19953761,-4.228773113,-7.376532787,1.050260286,-0.566351611,L,3.46,18.2,3.66,18.1,-3.77,-3.34
194,1.47701E+15,3.904163628,17.95157248,-3.040203631,-6.130467585,1.110420379,0.6455067,R,4.209051664,17.91211557,3.47,17.9,-3.72,-3.41
195,1.47701E+15,3.148307865,17.6941709,-8.61493193,-4.495993133,0.481000963,-7.01733584,L,3.13,17.7,3.28,17.7,-3.66,-3.47
196,1.47701E+15,2.743140733,17.8470747,-11.04701518,1.403418595,-0.126363619,-9.438435139,R,2.719081005,17.89459691,3.1,17.6,-3.61,-3.54
197,1.47701E+15,2.935678527,17.80354257,-0.080467473,0.034656688,-0.406681831,-7.219793188,L,2.94,17.8,2.92,17.4,-3.55,-3.6
198,1.47701E+15,2.878284438,17.22057534,-2.432367805,2.302607691,-0.75800042,-7.095969445,R,3.299750465,17.08425143,2.75,17.2,-3.49,-3.66
199,1.47701E+15,2.557149862,17.10673592,-1.872274371,2.553221906,-0.938069997,-5.072792392,L,2.55,17.1,2.57,17,-3.44,-3.72
200,1.47701E+15,2.229476137,16.99301233,9.512006417,-4.454551884,2.703618257,51.9321713,R,2.568855535,16.90594514,2.4,16.8,-3.38,-3.78
201,1.47701E+15,2.256563777,16.7781935,3.044279286,7.403499616,4.322269466,40.74405806,L,2.25,16.8,2.24,16.6,-3.32,-3.84
202,1.47701E+15,2.884299856,15.86768155,-8.334699643,5.063922222,5.737217447,33.06254053,R,1.620074308,16.01828203,2.07,16.4,-3.27,-3.89
203,1.47701E+15,1.954312731,16.11445068,-0.641551794,-5.479438227,4.595836139,1.158033442,L,1.89,16.1,1.91,16.3,-3.21,-3.94
204,1.47701E+15,2.718620229,16.16442285,-1.505028958,-3.730504478,4.328921938,-2.690419907,R,1.813344389,16.29944116,1.75,16.1,-3.16,-3.99
205,1.47701E+15,1.491534052,16.08727742,-8.717561941,-1.527825437,3.315088973,-12.8719387,L,1.45,16.1,1.59,15.9,-3.1,-4.04
206,1.47701E+15,1.255773293,15.46247415,-15.69028288,1.188211587,3.066007787,-4.38998414,R,1.569761441,15.52081986,1.44,15.7,-3.05,-4.09
207,1.47701E+15,1.173520184,15.37745318,3.680460309,3.819981817,0.803997789,-28.04000959,L,1.18,15.4,1.29,15.4,-2.99,-4.13
208,1.47701E+15,1.056918555,15.55947309,1.558266906,-0.910868458,-0.528973866,-27.3566195,R,0.792081965,15.57987825,1.14,15.2,-2.94,-4.18
209,1.47701E+15,0.729826499,15.00920581,-0.174401943,-0.372175849,-2.009010649,-28.65584312,L,0.723,15,0.996,15,-2.89,-4.22
210,1.47701E+15,0.693205207,15.12232775,-12.0979536,1.276602833,-3.246725801,-25.79052264,R,1.075205465,15.1619238,0.854,14.8,-2.83,-4.26
211,1.47701E+15,0.736847626,14.73565672,-1.004546323,-1.744754805,-2.09319568,2.497571998,L,0.737,14.7,0.713,14.6,-2.78,-4.3
212,1.47701E+15,0.569751743,14.31453742,-1.658310367,-4.199043081,-1.946920738,2.672695253,R,0.726075135,14.28155506,0.576,14.4,-2.73,-4.34
213,1.47701E+15,0.250136759,14.20012453,-0.654312363,-3.625392736,-1.749354558,3.413833235,L,0.253,14.2,0.44,14.2,-2.68,-4.37
214,1.47701E+15,-0.015167087,13.99366733,0.019237071,-5.029746782,-1.566971686,3.555240231,R,0.011148574,13.99999556,0.308,14,-2.63,-4.41
215,1.47701E+15,0.443469705,13.69714074,4.012869143,-6.166826522,-0.993916057,8.128671006,L,0.459,13.7,0.178,13.7,-2.58,-4.44
216,1.47701E+15,0.15607946,13.59392943,-0.984595291,0.893221851,-0.736777121,5.653342951,R,0.010830043,13.59999569,0.0497,13.5,-2.53,-4.47
217,1.47701E+15,-0.185916435,13.30795457,-3.562881239,1.461250438,-0.389209949,6.403152394,L,-0.19,13.3,-0.0758,13.3,-2.49,-4.5
218,1.47701E+15,-0.123832958,13.11955773,2.741269885,1.092988726,0.379399168,12.71738157,R,-0.251552657,13.09758456,-0.199,13.1,-2.44,-4.53
219,1.47701E+15,0.039708275,12.90322196,-1.018227464,-1.319432677,0.913541148,11.55479479,L,0.0462,12.9,-0.32,12.8,-2.4,-4.56
220,1.47701E+15,-0.263473698,12.43145188,-0.77264201,-4.255960381,1.391208717,10.3700092,R,-0.733696762,12.37827488,-0.439,12.6,-2.35,-4.58
221,1.47701E+15,-0.465103318,12.40444666,-0.010688728,0.120172146,1.659508012,7.490516504,L,-0.476,12.4,-0.555,12.4,-2.31,-4.61
222,1.47701E+15,-0.66584735,12.5529583,1.794967335,-3.549997355,2.038933786,7.55858611,R,-0.996923199,12.56049936,-0.67,12.1,-2.27,-4.63
223,1.47701E+15,-0.57407784,12.01492885,2.836093274,-5.608988151,2.03894071,3.176543033,L,-0.583,12,-0.782,11.9,-2.23,-4.65
224,1.47701E+15,-0.699645386,11.75824318,0.211973415,-2.366623512,1.660125822,-2.853580641,R,-1.275145001,11.63030547,-0.893,11.7,-2.19,-4.68
225,1.47701E+15,-1.154469666,11.40231843,-1.239672374,-5.08810081,1.331811055,-5.003051159,L,-1.17,11.4,-1,11.4,-2.16,-4.7
226,1.47701E+15,-0.891102728,10.97440901,-2.765906999,-4.27364869,0.996391732,-6.358461125,R,-0.870329777,10.96551531,-1.11,11.2,-2.12,-4.72
227,1.47701E+15,-1.378586967,10.99347784,-4.729604304,-1.639126883,0.333613598,-10.35151967,L,-1.39,11,-1.21,11,-2.09,-4.73
228,1.47701E+15,-1.367865396,10.92073608,-1.502935528,0.234424451,-0.154730936,-10.01148866,R,-1.308137262,10.92194016,-1.32,10.7,-2.05,-4.75
229,1.47701E+15,-1.49814532,10.41138752,-0.971213064,0.603742629,-0.556177808,-8.863695497,L,-1.5,10.4,-1.42,10.5,-2.02,-4.77
230,1.47701E+15,-1.487245833,10.02278832,1.362083549,-1.91015423,-0.951348878,-8.313311047,R,-1.601173207,9.972273781,-1.52,10.3,-1.99,-4.78
231,1.47701E+15,-1.621187073,10.19694361,-0.613388901,2.52122425,-1.332142765,-7.909526847,L,-1.62,10.2,-1.62,10,-1.96,-4.8
232,1.47701E+15,-1.501348021,9.981305534,-1.05403716,-6.393763531,-1.734180761,-8.132482535,R,-1.601173207,9.972273781,-1.72,9.78,-1.93,-4.81
233,1.47701E+15,-1.738770812,9.711161446,-1.73873215,-5.954832625,-1.854885388,-4.821834607,L,-1.73,9.71,-1.81,9.54,-1.91,-4.82
234,1.47701E+15,-2.317725524,9.370146347,-2.578655014,-7.62523936,-1.896896821,-2.155403181,R,-2.283996029,9.365519854,-1.91,9.29,-1.89,-4.83
235,1.47701E+15,-1.963186833,8.777151929,4.560393797,-7.434942707,-1.020601656,9.23903412,L,-1.94,8.77,-2,9.05,-1.86,-4.84
236,1.47701E+15,-1.87168586,9.08297383,8.582784916,-2.078881426,-0.23763853,12.29696324,R,-1.939740555,9.136356308,-2.09,8.81,-1.84,-4.85
237,1.47701E+15,-2.177884289,8.54676319,-5.822170657,-1.143041593,0.193860073,10.31550293,L,-2.18,8.54,-2.18,8.57,-1.82,-4.86
238,1.47701E+15,-2.474286399,8.256530703,-3.191229821,-3.035679692,0.760423048,11.49343772,R,-2.623067475,8.211206795,-2.27,8.32,-1.8,-4.87
239,1.47701E+15,-2.220418727,8.149460763,-0.683461113,-2.982519947,1.345530073,11.62026965,L,-2.22,8.15,-2.36,8.08,-1.79,-4.88
240,1.47701E+15,-2.164636907,8.511769613,1.294667297,-3.538935539,1.921508022,11.57525284,R,-2.260662211,8.525362536,-2.45,7.84,-1.77,-4.88
241,1.47701E+15,-2.587523502,7.625282739,-0.10007653,0.272323145,1.922968297,4.906315802,L,-2.6,7.6,-2.54,7.59,-1.76,-4.89
242,1.47701E+15,-2.950255169,7.452573149,0.828583464,-1.183118601,2.181749412,5.065146936,R,-3.113364874,7.380180158,-2.63,7.35,-1.75,-4.9
243,1.47701E+15,-2.796198138,7.067840209,3.84235348,-3.76584107,2.36625073,4.266496058,L,-2.8,7.06,-2.72,7.1,-1.74,-4.9
244,1.47701E+15,-2.649128485,7.28710603,3.271458368,-3.629943324,2.304297343,0.93446103,R,-2.789547363,7.209114058,-2.8,6.86,-1.73,-4.9
245,1.47701E+15,-2.736027083,6.882513171,1.309576357,-4.307811518,1.865919146,-4.682346918,L,-2.75,6.87,-2.89,6.61,-1.72,-4.91
246,1.47701E+15,-2.533772538,6.424618984,-0.630158813,-3.839617662,1.408126313,-7.469647125,R,-2.606833624,6.356203148,-2.98,6.37,-1.72,-4.91
247,1.47701E+15,-2.887651096,6.228540456,-3.306629352,-3.36097136,0.793548142,-10.26128481,L,-2.9,6.23,-3.06,6.12,-1.71,-4.91
248,1.47701E+15,-3.364262838,6.158863031,-2.666854351,-0.416602717,0.1549626,-11.41971173,R,-3.493169945,6.112230667,-3.15,5.88,-1.71,-4.91
249,1.47701E+15,-3.183712388,5.542951637,0.489459649,-0.105674276,-0.212636114,-9.0647006,L,-3.18,5.53,-3.23,5.63,-1.71,-4.91
250,1.47701E+15,-3.160662611,5.243349749,1.035445264,-0.841237355,-0.682280532,-9.254565572,R,-3.184249868,5.202936937,-3.32,5.38,-1.71,-4.91
251,1.47701E+15,-3.425956958,5.112684551,-0.557850975,1.345168483,-1.177676023,-9.632815257,L,-3.43,5.11,-3.4,5.14,-1.72,-4.91
252,1.47701E+15,-3.414703162,4.940722933,-0.979409781,-6.3302277,-1.724298714,-10.67219138,R,-3.444731717,4.937025765,-3.49,4.89,-1.72,-4.91
253,1.47701E+15,-3.698340098,4.521906347,-3.384013569,-7.703765002,-1.984689343,-7.508611455,L,-3.69,4.52,-3.58,4.65,-1.73,-4.9
254,1.47701E+15,-3.613299545,4.209852652,-0.493446191,-9.925329314,-1.620471278,0.589731701,R,-3.507665882,4.171184491,-3.66,4.4,-1.74,-4.9
255,1.47701E+15,-4.006837448,4.048172641,1.579036598,-4.804075835,-1.253233412,4.503045064,L,-4,4.05,-3.75,4.16,-1.75,-4.89
256,1.47701E+15,-4.098226373,4.055224126,2.566742739,-3.125489494,-0.883244223,6.285914488,R,-4.061681584,4.112315979,-3.84,3.91,-1.76,-4.89
257,1.47701E+15,-3.880309549,3.7510866,4.847041153,-3.24299601,-0.589662636,6.04207381,L,-3.88,3.75,-3.93,3.67,-1.77,-4.88
258,1.47701E+15,-4.166986379,3.888889764,4.782454884,-1.008163303,-0.207762648,6.828994385,R,-4.240013864,3.883913288,-4.02,3.43,-1.79,-4.88
259,1.47701E+15,-4.151455665,3.232035099,-1.323394025,0.25601737,-0.191094574,3.086656757,L,-4.15,3.22,-4.11,3.18,-1.8,-4.87
260,1.47701E+15,-4.271643926,2.92872733,-0.845529611,-0.012659888,0.014971613,3.694455181,R,-4.283076242,2.877647982,-4.2,2.94,-1.82,-4.86
261,1.47701E+15,-4.321620917,2.556928818,-2.433652211,-0.578418694,0.233345608,4.083647041,L,-4.32,2.55,-4.29,2.7,-1.84,-4.85
262,1.47701E+15,-4.382154204,2.413093297,-1.721234389,-0.844144778,0.455962245,4.308369388,R,-4.384089452,2.404113075,-4.38,2.45,-1.86,-4.84
263,1.47701E+15,-4.608931889,2.091380476,-4.846364387,-3.875304221,0.67451603,4.341563801,L,-4.61,2.09,-4.47,2.21,-1.88,-4.83
264,1.47701E+15,-4.331422856,1.906803047,-3.696886505,-4.250066486,0.854895128,3.6068438,R,-4.297584682,1.927398739,-4.57,1.97,-1.91,-4.82
265,1.47701E+15,-4.858233496,1.526857715,-7.583821466,-6.310803497,0.69403378,-0.351482392,L,-4.87,1.53,-4.66,1.73,-1.93,-4.81
266,1.47701E+15,-5.00552894,1.385104256,-7.435436867,-2.834991235,0.364265948,-4.14836735,R,-4.975980939,1.439449096,-4.76,1.49,-1.96,-4.79
267,1.47701E+15,-4.674694344,1.290249046,1.863661578,0.443410448,0.233581443,-3.259822361,L,-4.67,1.29,-4.86,1.25,-1.99,-4.78
268,1.47701E+15,-4.952291516,1.173005786,1.27336676,0.059652801,0.046812295,-3.564466348,R,-4.985053589,1.123094258,-4.96,1.01,-2.02,-4.76
269,1.47701E+15,-4.850519988,0.833097925,1.570189026,-0.290225972,-0.182772273,-4.15917582,L,-4.85,0.826,-5.06,0.774,-2.05,-4.75
270,1.47701E+15,-4.871037165,0.290134927,0.770719162,-0.409127119,-0.488012682,-5.287811346,R,-4.845805479,0.201666213,-5.17,0.537,-2.08,-4.73
271,1.47701E+15,-5.117317457,0.258501591,-1.978080025,1.896775082,-0.764418536,-5.426933812,L,-5.12,0.257,-5.27,0.301,-2.12,-4.71
272,1.47701E+15,-5.965350858,-0.075418826,-1.922824257,1.876160893,-0.773115668,-2.50457962,R,-6.002959845,-0.290814545,-5.38,0.0655,-2.15,-4.69
273,1.47701E+15,-5.307213747,-0.213873888,4.26996997,-6.300526868,-0.975182915,-3.394269091,L,-5.3,-0.213,-5.49,-0.169,-2.19,-4.67
274,1.47701E+15,-5.660599147,-0.220370114,2.629921905,-3.22465444,-0.886635097,0.271294168,R,-5.648682916,-0.121989013,-5.6,-0.402,-2.23,-4.65
275,1.47701E+15,-5.84756811,-0.445341897,1.117283542,-1.471706153,-0.92144859,-0.288645404,L,-5.85,-0.446,-5.71,-0.634,-2.27,-4.63
276,1.47701E+15,-5.368002727,-0.676765834,0.367940919,-0.468825956,-0.905384312,-0.061913971,R,-5.313658372,-0.70330271,-5.82,-0.865,-2.31,-4.61
277,1.47701E+15,-5.866872438,-1.260090171,1.360197226,-1.941840933,-0.959756409,-0.655641332,L,-5.88,-1.27,-5.94,-1.09,-2.35,-4.58
278,1.47701E+15,-5.708105401,-1.488068595,0.569414279,-0.876732257,-0.994791389,-0.788495213,R,-5.679958357,-1.520681776,-6.06,-1.32,-2.4,-4.55
279,1.47701E+15,-6.260453981,-1.506803152,-1.818770578,3.454362994,-1.086163173,-1.38998392,L,-6.27,-1.51,-6.18,-1.55,-2.44,-4.53
280,1.47701E+15,-6.154430685,-1.641232134,-3.001375089,4.136169425,-0.943067953,1.498726052,R,-6.109505554,-1.767354488,-6.3,-1.78,-2.49,-4.5
281,1.47701E+15,-6.331162042,-2.129155337,1.911848885,-1.019714321,-0.489982404,5.882185849,L,-6.34,-2.14,-6.43,-2,-2.53,-4.47
282,1.47701E+15,-6.91398031,-2.224798239,1.190945313,-0.232115402,-0.192487069,6.025459967,R,-6.989608992,-2.174342692,-6.56,-2.22,-2.58,-4.44
283,1.47701E+15,-6.791483404,-2.445133004,1.237356866,0.092080222,0.074279952,5.625899467,L,-6.79,-2.45,-6.69,-2.44,-2.63,-4.4
284,1.47701E+15,-7.117574261,-2.64637107,0.364180988,0.133715136,0.351885507,5.596119296,R,-7.136602892,-2.699221955,-6.82,-2.66,-2.68,-4.37
285,1.47701E+15,-6.808553563,-3.09140861,-0.985188838,-0.683829799,0.606762253,5.307767848,L,-6.8,-3.1,-6.96,-2.88,-2.73,-4.33
286,1.47701E+15,-7.105366984,-3.228615432,-1.231982858,-1.384713132,0.84369962,4.983383965,R,-7.14439237,-3.204146949,-7.09,-3.1,-2.78,-4.3
287,1.47701E+15,-7.118133053,-3.260946871,-0.483345761,-0.890279005,1.07340898,4.758741125,L,-7.12,-3.26,-7.23,-3.31,-2.83,-4.26
288,1.47701E+15,-7.766936002,-3.927511108,-0.782549976,-2.567693978,1.274971331,4.441446372,R,-7.781348259,-4.066819306,-7.38,-3.52,-2.88,-4.22
289,1.47701E+15,-7.49229677,-3.49320065,0.221581543,5.490050023,1.530457652,4.836905714,L,-7.49,-3.49,-7.52,-3.73,-2.94,-4.17
290,1.47701E+15,-7.690380795,-3.618412638,-4.336673208,7.930069307,2.07122904,9.810427294,R,-7.545464492,-3.847969023,-7.67,-3.94,-2.99,-4.13
291,1.47701E+15,-7.884856747,-4.303933775,-1.298539767,1.427332117,2.308981472,6.939144728,L,-7.88,-4.3,-7.82,-4.15,-3.04,-4.08
292,1.47701E+15,-8.102957754,-4.534948762,-2.17839828,1.12069472,2.66644555,7.058950164,R,-8.100563247,-4.548073777,-7.97,-4.35,-3.1,-4.04
293,1.47701E+15,-8.219823491,-4.801759634,-2.576658683,0.380477675,2.994988861,6.776139923,L,-8.22,-4.8,-8.13,-4.55,-3.15,-3.99
294,1.47701E+15,-8.372344216,-5.086883099,-2.818204329,-0.368383312,3.271571315,6.040194851,R,-8.447608203,-4.967687152,-8.29,-4.75,-3.21,-3.94
295,1.47701E+15,-8.335255672,-5.117896504,-0.545708581,-0.162762011,3.431450621,4.397901729,L,-8.34,-5.11,-8.45,-4.94,-3.27,-3.89
296,1.47701E+15,-8.453607927,-4.970766182,-0.952704262,-0.508607568,3.631957369,4.174041356,R,-8.545265858,-4.797752747,-8.62,-5.14,-3.32,-3.83
297,1.47701E+15,-8.904620691,-5.519461616,-8.307043303,-6.719436984,3.821727429,3.951028079,L,-8.91,-5.52,-8.78,-5.33,-3.38,-3.78
298,1.47701E+15,-8.674706521,-6.366828683,-8.781834066,3.114688687,2.80075995,-10.1619796,R,-9.056566041,-5.698123511,-8.95,-5.51,-3.43,-3.72
299,1.47701E+15,-9.038853889,-5.822920002,5.372314745,8.651568095,1.015104368,-24.95474514,L,-9.03,-5.8,-9.13,-5.7,-3.49,-3.66
300,1.47701E+15,-8.88829748,-5.405875272,8.430525961,-2.833245199,-0.324211352,-26.02106624,R,-8.857586207,-5.450061154,-9.3,-5.88,-3.55,-3.6
301,1.47701E+15,-9.305204381,-5.819892976,0.189117049,1.479525382,-1.697929702,-26.8623949,L,-9.31,-5.82,-9.48,-6.06,-3.6,-3.54
302,1.47701E+15,-9.762374483,-6.310159187,0.802427884,0.169372317,-2.933571264,-25.5936628,R,-9.776388692,-6.427458606,-9.66,-6.23,-3.66,-3.47
303,1.47701E+15,-9.63083135,-6.557533231,0.635023633,-1.198560749,-4.22516952,-25.73162756,L,-9.63,-6.56,-9.85,-6.41,-3.71,-3.4
304,1.47701E+15,-10.39401921,-6.705781718,-1.415894631,-1.200951984,-5.579741207,-26.52473966,R,-10.62542054,-6.392217011,-10,-6.57,-3.77,-3.33
305,1.47701E+15,-10.21268199,-6.818243162,0.418268265,-0.203446526,-6.73589547,-24.55535818,L,-10.2,-6.83,-10.2,-6.74,-3.82,-3.26
306,1.47701E+15,-10.11528207,-6.84317615,-0.340546144,-3.270497514,-7.957734446,-24.50096981,R,-10.19418308,-6.702136324,-10.4,-6.9,-3.88,-3.19
307,1.47701E+15,-10.81695784,-7.286490395,-7.277259415,-4.211905897,-8.900110259,-21.22792796,L,-10.8,-7.29,-10.6,-7.06,-3.93,-3.12
308,1.47701E+15,-11.85701587,-5.540958716,-4.2358476,-6.292599351,-8.446457567,-3.575517071,R,-10.91866373,-6.869700307,-10.8,-7.21,-3.99,-3.04
309,1.47701E+15,-11.2735843,-7.520206251,8.58977054,19.52915321,-5.126764707,36.9330048,L,-11.2,-7.57,-11,-7.36,-4.04,-2.96
310,1.47701E+15,-11.70138712,-6.725836787,16.83459965,-7.601099748,-0.424114344,71.95611941,R,-10.95670667,-7.36142507,-11.2,-7.51,-4.09,-2.88
311,1.47701E+15,-11.09979134,-7.665810873,-32.53342588,19.41620203,2.603523672,62.37927884,L,-11.1,-7.68,-11.4,-7.65,-4.14,-2.8
312,1.47701E+15,-12.23683528,-6.5173436,-41.82525,3.31736391,3.062443486,34.85736846,R,-11.36400737,-7.471233935,-11.6,-7.79,-4.19,-2.71
313,1.47701E+15,-11.47871753,-7.80242571,28.84073021,-6.896977947,-0.234731848,-21.83651893,L,-11.5,-7.82,-11.8,-7.92,-4.24,-2.63
314,1.47701E+15,-11.5029482,-8.492728519,18.62417074,-8.025785949,-0.406885932,-5.377639198,R,-11.94891951,-7.855782741,-12.1,-8.05,-4.29,-2.54
315,1.47701E+15,-12.09233592,-8.098553658,-4.803170453,0.380227397,-0.078997015,1.532647962,L,-12.1,-8.09,-12.3,-8.18,-4.33,-2.45
316,1.47701E+15,-12.40044935,-8.072294899,-4.922120678,0.094210187,-0.019137825,1.32890187,R,-12.44739882,-8.006388862,-12.5,-8.3,-4.38,-2.36
317,1.47701E+15,-12.40177224,-8.256687793,-1.536620662,-0.221395151,0.143094513,2.439951733,L,-12.4,-8.26,-12.7,-8.41,-4.42,-2.26
318,1.47701E+15,-12.69106766,-8.332607857,-1.739866544,-0.456213223,0.25643852,2.331182647,R,-12.783815,-8.22277775,-12.9,-8.52,-4.46,-2.17
319,1.47701E+15,-13.29662639,-8.648510471,-9.765001429,-3.830091472,0.373787097,2.33712639,L,-13.3,-8.65,-13.2,-8.63,-4.5,-2.07
320,1.47701E+15,-13.62875255,-8.788918734,-9.739531923,-2.544748981,0.255567027,-0.360705966,R,-13.7973939,-8.489518335,-13.4,-8.73,-4.54,-1.97
321,1.47701E+15,-13.40363962,-8.584850926,1.266894372,0.020254287,0.015985991,-2.925903246,L,-13.4,-8.58,-13.6,-8.83,-4.58,-1.87
322,1.47701E+15,-13.46647156,-8.452637819,0.860304177,-0.093918353,-0.108738165,-2.67264625,R,-13.62453118,-8.196471812,-13.8,-8.92,-4.62,-1.77
323,1.47701E+15,-13.99528439,-8.978420877,-6.345240868,1.969827841,-0.301008663,-3.351610774,L,-14,-8.99,-14.1,-9,-4.65,-1.67
324,1.47701E+15,-14.41941721,-8.790811533,-6.146694372,2.803925652,-0.427971434,-2.912989055,R,-14.48141993,-8.711973184,-14.3,-9.08,-4.68,-1.56
325,1.47701E+15,-14.39872369,-9.180558944,0.824424616,-0.190439768,-0.227015268,1.10037029,L,-14.4,-9.19,-14.5,-9.16,-4.71,-1.45
326,1.47701E+15,-14.5496813,-9.321568313,0.467503395,-0.088027468,-0.186113601,0.941041442,R,-14.54999997,-9.358819413,-14.8,-9.23,-4.74,-1.35
327,1.47701E+15,-15.09680395,-9.044871545,-8.245470341,1.051595386,-0.126851324,1.082767869,L,-15.1,-9.04,-15,-9.29,-4.76,-1.24
328,1.47701E+15,-15.787295,-9.379229585,-7.881049224,-1.801034917,0.224669233,4.466146031,R,-15.67111406,-9.642415887,-15.3,-9.35,-4.78,-1.13
329,1.47701E+15,-15.70271359,-9.570122533,-2.300724365,-1.266172023,0.503101333,5.121733903,L,-15.7,-9.57,-15.5,-9.41,-4.8,-1.01
330,1.47701E+15,-15.79753668,-9.627032345,-2.078029298,-1.832895919,0.722800925,4.701630012,R,-15.94701549,-9.377776767,-15.7,-9.45,-4.82,-0.899
331,1.47701E+15,-16.092193,-9.603819789,-1.680659493,-1.856302137,0.835016592,3.279278156,L,-16.1,-9.6,-16,-9.5,-4.84,-0.784
332,1.47701E+15,-16.21492772,-9.518977967,-1.653420706,-2.17205058,0.920149401,2.361644755,R,-16.57374528,-8.874174176,-16.2,-9.53,-4.85,-0.669
333,1.47701E+15,-16.39315608,-9.374235333,-0.019067335,-0.025348963,0.925892603,1.062403069,L,-16.4,-9.37,-16.5,-9.56,-4.86,-0.552
334,1.47701E+15,-16.05311862,-9.26542756,-0.263801346,-0.393138586,0.979790328,1.071188352,R,-15.94701549,-9.377776767,-16.7,-9.59,-4.87,-0.434
335,1.47701E+15,-17.08063234,-9.435510979,-5.334556077,-8.062677243,0.986284708,0.525815726,L,-17.1,-9.43,-16.9,-9.61,-4.87,-0.316
336,1.47701E+15,-17.13991012,-10.43139708,-4.793946043,-7.90121823,1.025439295,0.780926263,R,-16.90491326,-10.87354163,-17.2,-9.62,-4.88,-0.196
337,1.47701E+15,-17.48475879,-9.583728949,6.132870266,0.677921611,0.110092094,-10.2601887,L,-17.5,-9.57,-17.4,-9.63,-4.88,-0.0765
338,1.47701E+15,-17.82831684,-9.790905453,5.113184497,-2.455268111,-0.447669307,-10.66256374,R,-18.07967022,-9.449101805,-17.7,-9.63,-4.87,0.0441
339,1.47701E+15,-18.00071296,-9.428998113,-2.320725875,2.00038821,-0.711400403,-7.543198963,L,-18,-9.42,-17.9,-9.62,-4.87,0.165
340,1.47701E+15,-18.26507355,-9.263260612,-1.815134926,3.039246197,-1.032414645,-6.920473936,R,-18.35455827,-9.130180213,-18.2,-9.61,-4.86,0.287
341,1.47701E+15,-18.29345981,-9.603608679,1.093114771,-2.930909478,-1.213814518,-5.014289035,L,-18.3,-9.61,-18.4,-9.59,-4.84,0.408
342,1.47701E+15,-18.25929097,-9.587260489,0.162983575,-0.822003668,-1.375059035,-3.974194544,R,-18.25692188,-9.541740058,-18.6,-9.57,-4.83,0.531
343,1.47701E+15,-18.98482994,-9.518782554,0.187188907,2.826448572,-1.636927354,-4.705502689,L,-19,-9.52,-18.9,-9.54,-4.81,0.653
344,1.47701E+15,-18.62098705,-9.302294029,0.570510472,1.701371213,-1.894337342,-4.9284347,R,-18.71486679,-9.077100909,-19.1,-9.5,-4.79,0.775
345,1.47701E+15,-19.28037075,-9.105114841,0.056062454,0.13744675,-1.958081498,-2.813218839,L,-19.3,-9.1,-19.4,-9.46,-4.76,0.897
346,1.47701E+15,-19.5463097,-9.135959989,-0.113016243,-0.19569573,-2.0945149,-2.76480496,R,-19.70866861,-8.839026065,-19.6,-9.41,-4.74,1.02
347,1.47701E+15,-19.89248865,-8.963726344,-0.255438665,-0.321324407,-2.242453892,-2.877106228,L,-19.9,-8.96,-19.8,-9.36,-4.7,1.14
348,1.47701E+15,-20.01679742,-8.655456511,-0.466042876,-0.428260132,-2.398417638,-3.018351994,R,-20.39029398,-7.712062728,-20.1,-9.3,-4.67,1.26
349,1.47701E+15,-20.20679138,-9.587409651,-9.201120473,-6.850166588,-2.501625575,-2.465928475,L,-20.2,-9.6,-20.3,-9.23,-4.63,1.38
350,1.47701E+15,-20.91628516,-8.938240532,-6.245235288,-9.182475407,-2.168058769,2.807393318,R,-20.52243762,-9.701523281,-20.5,-9.16,-4.59,1.5
